,DATE_NAME,GEOGRAPHY_NAME,GEOGRAPHY_CODE,VARIABLE_NAME,MEASURES_NAME,OBS_VALUE,OBS_STATUS_NAME
2080,Jan 2015-Dec 2015,Plymouth,E30000253,Economic activity rate - aged 16-64,Variable,78.7,Normal Value
2081,Jan 2015-Dec 2015,Plymouth,E30000253,Economic activity rate - aged 16-64,Numerator,174900.0,Normal Value
2082,Jan 2015-Dec 2015,Plymouth,E30000253,Economic activity rate - aged 16-64,Denominator,222200.0,Normal Value
2083,Jan 2015-Dec 2015,Plymouth,E30000253,Economic activity rate - aged 16-64,Confidence,2.1,Normal Value
2084,Jan 2015-Dec 2015,Plymouth,E30000253,Employment rate - aged 16-64,Variable,74.7,Normal Value
2085,Jan 2015-Dec 2015,Plymouth,E30000253,Employment rate - aged 16-64,Numerator,165900.0,Normal Value
2086,Jan 2015-Dec 2015,Plymouth,E30000253,Employment rate - aged 16-64,Denominator,222200.0,Normal Value
2087,Jan 2015-Dec 2015,Plymouth,E30000253,Employment rate - aged 16-64,Confidence,2.3,Normal Value
2088,Jan 2015-Dec 2015,Plymouth,E30000253,Unemployment rate - aged 16-64 ,Variable,5.1,Normal Value
2089,Jan 2015-Dec 2015,Plymouth,E30000253,Unemployment rate - aged 16-64 ,Numerator,9000.0,Normal Value
2090,Jan 2015-Dec 2015,Plymouth,E30000253,Unemployment rate - aged 16-64 ,Denominator,174900.0,Normal Value
2091,Jan 2015-Dec 2015,Plymouth,E30000253,Unemployment rate - aged 16-64 ,Confidence,1.3,Normal Value
2092,Jan 2015-Dec 2015,Plymouth,E30000253,% with NVQ4+ - aged 16-64,Variable,35.1,Normal Value
2093,Jan 2015-Dec 2015,Plymouth,E30000253,% with NVQ4+ - aged 16-64,Numerator,77900.0,Normal Value
2094,Jan 2015-Dec 2015,Plymouth,E30000253,% with NVQ4+ - aged 16-64,Denominator,221800.0,Normal Value
2095,Jan 2015-Dec 2015,Plymouth,E30000253,% with NVQ4+ - aged 16-64,Confidence,2.5,Normal Value
2096,Jan 2015-Dec 2015,Plymouth,E30000253,% with no qualifications (NVQ) - aged 16-64,Variable,5.1,Normal Value
2097,Jan 2015-Dec 2015,Plymouth,E30000253,% with no qualifications (NVQ) - aged 16-64,Numerator,11300.0,Normal Value
2098,Jan 2015-Dec 2015,Plymouth,E30000253,% with no qualifications (NVQ) - aged 16-64,Denominator,221800.0,Normal Value
2099,Jan 2015-Dec 2015,Plymouth,E30000253,% with no qualifications (NVQ) - aged 16-64,Confidence,1.1,Normal Value
2100,Jan 2015-Dec 2015,Poole,E30000110,Economic activity rate - aged 16-64,Variable,81.6,Normal Value
2101,Jan 2015-Dec 2015,Poole,E30000110,Economic activity rate - aged 16-64,Numerator,101500.0,Normal Value
2102,Jan 2015-Dec 2015,Poole,E30000110,Economic activity rate - aged 16-64,Denominator,124300.0,Normal Value
2103,Jan 2015-Dec 2015,Poole,E30000110,Economic activity rate - aged 16-64,Confidence,2.5,Normal Value
2104,Jan 2015-Dec 2015,Poole,E30000110,Employment rate - aged 16-64,Variable,79.6,Normal Value
2105,Jan 2015-Dec 2015,Poole,E30000110,Employment rate - aged 16-64,Numerator,99000.0,Normal Value
2106,Jan 2015-Dec 2015,Poole,E30000110,Employment rate - aged 16-64,Denominator,124300.0,Normal Value
2107,Jan 2015-Dec 2015,Poole,E30000110,Employment rate - aged 16-64,Confidence,2.6,Normal Value
2108,Jan 2015-Dec 2015,Poole,E30000110,Unemployment rate - aged 16-64 ,Variable,2.5,Normal Value
2109,Jan 2015-Dec 2015,Poole,E30000110,Unemployment rate - aged 16-64 ,Numerator,2500.0,Normal Value
2110,Jan 2015-Dec 2015,Poole,E30000110,Unemployment rate - aged 16-64 ,Denominator,101500.0,Normal Value
2111,Jan 2015-Dec 2015,Poole,E30000110,Unemployment rate - aged 16-64 ,Confidence,1.1,Normal Value
2112,Jan 2015-Dec 2015,Poole,E30000110,% with NVQ4+ - aged 16-64,Variable,36.6,Normal Value
2113,Jan 2015-Dec 2015,Poole,E30000110,% with NVQ4+ - aged 16-64,Numerator,45400.0,Normal Value
2114,Jan 2015-Dec 2015,Poole,E30000110,% with NVQ4+ - aged 16-64,Denominator,123900.0,Normal Value
2115,Jan 2015-Dec 2015,Poole,E30000110,% with NVQ4+ - aged 16-64,Confidence,3.1,Normal Value
2116,Jan 2015-Dec 2015,Poole,E30000110,% with no qualifications (NVQ) - aged 16-64,Variable,5.7,Normal Value
2117,Jan 2015-Dec 2015,Poole,E30000110,% with no qualifications (NVQ) - aged 16-64,Numerator,7100.0,Normal Value
2118,Jan 2015-Dec 2015,Poole,E30000110,% with no qualifications (NVQ) - aged 16-64,Denominator,123900.0,Normal Value
2119,Jan 2015-Dec 2015,Poole,E30000110,% with no qualifications (NVQ) - aged 16-64,Confidence,1.5,Normal Value
2120,Jan 2015-Dec 2015,Portsmouth,E30000254,Economic activity rate - aged 16-64,Variable,79.2,Normal Value
2121,Jan 2015-Dec 2015,Portsmouth,E30000254,Economic activity rate - aged 16-64,Numerator,269900.0,Normal Value
2122,Jan 2015-Dec 2015,Portsmouth,E30000254,Economic activity rate - aged 16-64,Denominator,340900.0,Normal Value
2123,Jan 2015-Dec 2015,Portsmouth,E30000254,Economic activity rate - aged 16-64,Confidence,2.2,Normal Value
2124,Jan 2015-Dec 2015,Portsmouth,E30000254,Employment rate - aged 16-64,Variable,74.4,Normal Value
2125,Jan 2015-Dec 2015,Portsmouth,E30000254,Employment rate - aged 16-64,Numerator,253800.0,Normal Value
2126,Jan 2015-Dec 2015,Portsmouth,E30000254,Employment rate - aged 16-64,Denominator,340900.0,Normal Value
2127,Jan 2015-Dec 2015,Portsmouth,E30000254,Employment rate - aged 16-64,Confidence,2.3,Normal Value
2128,Jan 2015-Dec 2015,Portsmouth,E30000254,Unemployment rate - aged 16-64 ,Variable,6.0,Normal Value
2129,Jan 2015-Dec 2015,Portsmouth,E30000254,Unemployment rate - aged 16-64 ,Numerator,16100.0,Normal Value
2130,Jan 2015-Dec 2015,Portsmouth,E30000254,Unemployment rate - aged 16-64 ,Denominator,269900.0,Normal Value
2131,Jan 2015-Dec 2015,Portsmouth,E30000254,Unemployment rate - aged 16-64 ,Confidence,1.4,Normal Value
2132,Jan 2015-Dec 2015,Portsmouth,E30000254,% with NVQ4+ - aged 16-64,Variable,31.3,Normal Value
2133,Jan 2015-Dec 2015,Portsmouth,E30000254,% with NVQ4+ - aged 16-64,Numerator,106200.0,Normal Value
2134,Jan 2015-Dec 2015,Portsmouth,E30000254,% with NVQ4+ - aged 16-64,Denominator,339100.0,Normal Value
2135,Jan 2015-Dec 2015,Portsmouth,E30000254,% with NVQ4+ - aged 16-64,Confidence,2.5,Normal Value
2136,Jan 2015-Dec 2015,Portsmouth,E30000254,% with no qualifications (NVQ) - aged 16-64,Variable,8.0,Normal Value
2137,Jan 2015-Dec 2015,Portsmouth,E30000254,% with no qualifications (NVQ) - aged 16-64,Numerator,27300.0,Normal Value
2138,Jan 2015-Dec 2015,Portsmouth,E30000254,% with no qualifications (NVQ) - aged 16-64,Denominator,339100.0,Normal Value
2139,Jan 2015-Dec 2015,Portsmouth,E30000254,% with no qualifications (NVQ) - aged 16-64,Confidence,1.5,Normal Value
2140,Jan 2015-Dec 2015,Preston,E30000255,Economic activity rate - aged 16-64,Variable,77.4,Normal Value
2141,Jan 2015-Dec 2015,Preston,E30000255,Economic activity rate - aged 16-64,Numerator,203500.0,Normal Value
2142,Jan 2015-Dec 2015,Preston,E30000255,Economic activity rate - aged 16-64,Denominator,262800.0,Normal Value
2143,Jan 2015-Dec 2015,Preston,E30000255,Economic activity rate - aged 16-64,Confidence,3.4,Normal Value
2144,Jan 2015-Dec 2015,Preston,E30000255,Employment rate - aged 16-64,Variable,75.0,Normal Value
2145,Jan 2015-Dec 2015,Preston,E30000255,Employment rate - aged 16-64,Numerator,197100.0,Normal Value
2146,Jan 2015-Dec 2015,Preston,E30000255,Employment rate - aged 16-64,Denominator,262800.0,Normal Value
2147,Jan 2015-Dec 2015,Preston,E30000255,Employment rate - aged 16-64,Confidence,3.5,Normal Value
2148,Jan 2015-Dec 2015,Preston,E30000255,Unemployment rate - aged 16-64 ,Variable,3.2,Normal Value
2149,Jan 2015-Dec 2015,Preston,E30000255,Unemployment rate - aged 16-64 ,Numerator,6400.0,Normal Value
2150,Jan 2015-Dec 2015,Preston,E30000255,Unemployment rate - aged 16-64 ,Denominator,203500.0,Normal Value
2151,Jan 2015-Dec 2015,Preston,E30000255,Unemployment rate - aged 16-64 ,Confidence,1.6,Normal Value
2152,Jan 2015-Dec 2015,Preston,E30000255,% with NVQ4+ - aged 16-64,Variable,31.6,Normal Value
2153,Jan 2015-Dec 2015,Preston,E30000255,% with NVQ4+ - aged 16-64,Numerator,82500.0,Normal Value
2154,Jan 2015-Dec 2015,Preston,E30000255,% with NVQ4+ - aged 16-64,Denominator,260800.0,Normal Value
2155,Jan 2015-Dec 2015,Preston,E30000255,% with NVQ4+ - aged 16-64,Confidence,3.8,Normal Value
2156,Jan 2015-Dec 2015,Preston,E30000255,% with no qualifications (NVQ) - aged 16-64,Variable,9.3,Normal Value
2157,Jan 2015-Dec 2015,Preston,E30000255,% with no qualifications (NVQ) - aged 16-64,Numerator,24400.0,Normal Value
2158,Jan 2015-Dec 2015,Preston,E30000255,% with no qualifications (NVQ) - aged 16-64,Denominator,260800.0,Normal Value
2159,Jan 2015-Dec 2015,Preston,E30000255,% with no qualifications (NVQ) - aged 16-64,Confidence,2.4,Normal Value
2160,Jan 2015-Dec 2015,Reading,E30000256,Economic activity rate - aged 16-64,Variable,81.5,Normal Value
2161,Jan 2015-Dec 2015,Reading,E30000256,Economic activity rate - aged 16-64,Numerator,288600.0,Normal Value
2162,Jan 2015-Dec 2015,Reading,E30000256,Economic activity rate - aged 16-64,Denominator,354000.0,Normal Value
2163,Jan 2015-Dec 2015,Reading,E30000256,Economic activity rate - aged 16-64,Confidence,1.3,Normal Value
2164,Jan 2015-Dec 2015,Reading,E30000256,Employment rate - aged 16-64,Variable,78.9,Normal Value
2165,Jan 2015-Dec 2015,Reading,E30000256,Employment rate - aged 16-64,Numerator,279500.0,Normal Value
2166,Jan 2015-Dec 2015,Reading,E30000256,Employment rate - aged 16-64,Denominator,354000.0,Normal Value
2167,Jan 2015-Dec 2015,Reading,E30000256,Employment rate - aged 16-64,Confidence,1.4,Normal Value
2168,Jan 2015-Dec 2015,Reading,E30000256,Unemployment rate - aged 16-64 ,Variable,3.1,Normal Value
2169,Jan 2015-Dec 2015,Reading,E30000256,Unemployment rate - aged 16-64 ,Numerator,9100.0,Normal Value
2170,Jan 2015-Dec 2015,Reading,E30000256,Unemployment rate - aged 16-64 ,Denominator,288600.0,Normal Value
2171,Jan 2015-Dec 2015,Reading,E30000256,Unemployment rate - aged 16-64 ,Confidence,0.6,Normal Value
2172,Jan 2015-Dec 2015,Reading,E30000256,% with NVQ4+ - aged 16-64,Variable,46.2,Normal Value
2173,Jan 2015-Dec 2015,Reading,E30000256,% with NVQ4+ - aged 16-64,Numerator,163400.0,Normal Value
2174,Jan 2015-Dec 2015,Reading,E30000256,% with NVQ4+ - aged 16-64,Denominator,353400.0,Normal Value
2175,Jan 2015-Dec 2015,Reading,E30000256,% with NVQ4+ - aged 16-64,Confidence,1.7,Normal Value
2176,Jan 2015-Dec 2015,Reading,E30000256,% with no qualifications (NVQ) - aged 16-64,Variable,4.7,Normal Value
2177,Jan 2015-Dec 2015,Reading,E30000256,% with no qualifications (NVQ) - aged 16-64,Numerator,16600.0,Normal Value
2178,Jan 2015-Dec 2015,Reading,E30000256,% with no qualifications (NVQ) - aged 16-64,Denominator,353400.0,Normal Value
2179,Jan 2015-Dec 2015,Reading,E30000256,% with no qualifications (NVQ) - aged 16-64,Confidence,0.7,Normal Value
2180,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Economic activity rate - aged 16-64,Variable,77.5,Normal Value
2181,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Economic activity rate - aged 16-64,Numerator,59400.0,Normal Value
2182,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Economic activity rate - aged 16-64,Denominator,76700.0,Normal Value
2183,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Economic activity rate - aged 16-64,Confidence,5.7,Normal Value
2184,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Employment rate - aged 16-64,Variable,74.2,Normal Value
2185,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Employment rate - aged 16-64,Numerator,56900.0,Normal Value
2186,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Employment rate - aged 16-64,Denominator,76700.0,Normal Value
2187,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Employment rate - aged 16-64,Confidence,6.0,Normal Value
2188,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Unemployment rate - aged 16-64 ,Variable,4.2,Normal Value
2189,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Unemployment rate - aged 16-64 ,Numerator,2500.0,Normal Value
2190,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Unemployment rate - aged 16-64 ,Denominator,59400.0,Normal Value
2191,Jan 2015-Dec 2015,Redruth and Truro,E30000257,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
2192,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with NVQ4+ - aged 16-64,Variable,31.2,Normal Value
2193,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with NVQ4+ - aged 16-64,Numerator,23900.0,Normal Value
2194,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with NVQ4+ - aged 16-64,Denominator,76400.0,Normal Value
2195,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with NVQ4+ - aged 16-64,Confidence,6.3,Normal Value
2196,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with no qualifications (NVQ) - aged 16-64,Variable,8.8,Normal Value
2197,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with no qualifications (NVQ) - aged 16-64,Numerator,6700.0,Normal Value
2198,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with no qualifications (NVQ) - aged 16-64,Denominator,76400.0,Normal Value
2199,Jan 2015-Dec 2015,Redruth and Truro,E30000257,% with no qualifications (NVQ) - aged 16-64,Confidence,3.9,Normal Value
2200,Jan 2015-Dec 2015,Salisbury,E30000258,Economic activity rate - aged 16-64,Variable,85.1,Normal Value
2201,Jan 2015-Dec 2015,Salisbury,E30000258,Economic activity rate - aged 16-64,Numerator,78800.0,Normal Value
2202,Jan 2015-Dec 2015,Salisbury,E30000258,Economic activity rate - aged 16-64,Denominator,92600.0,Normal Value
2203,Jan 2015-Dec 2015,Salisbury,E30000258,Economic activity rate - aged 16-64,Confidence,3.9,Normal Value
2204,Jan 2015-Dec 2015,Salisbury,E30000258,Employment rate - aged 16-64,Variable,82.6,Normal Value
2205,Jan 2015-Dec 2015,Salisbury,E30000258,Employment rate - aged 16-64,Numerator,76500.0,Normal Value
2206,Jan 2015-Dec 2015,Salisbury,E30000258,Employment rate - aged 16-64,Denominator,92600.0,Normal Value
2207,Jan 2015-Dec 2015,Salisbury,E30000258,Employment rate - aged 16-64,Confidence,4.2,Normal Value
2208,Jan 2015-Dec 2015,Salisbury,E30000258,Unemployment rate - aged 16-64 ,Variable,2.9,Normal Value
2209,Jan 2015-Dec 2015,Salisbury,E30000258,Unemployment rate - aged 16-64 ,Numerator,2300.0,Normal Value
2210,Jan 2015-Dec 2015,Salisbury,E30000258,Unemployment rate - aged 16-64 ,Denominator,78800.0,Normal Value
2211,Jan 2015-Dec 2015,Salisbury,E30000258,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
2212,Jan 2015-Dec 2015,Salisbury,E30000258,% with NVQ4+ - aged 16-64,Variable,37.6,Normal Value
2213,Jan 2015-Dec 2015,Salisbury,E30000258,% with NVQ4+ - aged 16-64,Numerator,34600.0,Normal Value
2214,Jan 2015-Dec 2015,Salisbury,E30000258,% with NVQ4+ - aged 16-64,Denominator,92100.0,Normal Value
2215,Jan 2015-Dec 2015,Salisbury,E30000258,% with NVQ4+ - aged 16-64,Confidence,5.4,Normal Value
2216,Jan 2015-Dec 2015,Salisbury,E30000258,% with no qualifications (NVQ) - aged 16-64,Variable,5.9,Normal Value
2217,Jan 2015-Dec 2015,Salisbury,E30000258,% with no qualifications (NVQ) - aged 16-64,Numerator,5500.0,Normal Value
2218,Jan 2015-Dec 2015,Salisbury,E30000258,% with no qualifications (NVQ) - aged 16-64,Denominator,92100.0,Normal Value
2219,Jan 2015-Dec 2015,Salisbury,E30000258,% with no qualifications (NVQ) - aged 16-64,Confidence,2.6,Normal Value
2220,Jan 2015-Dec 2015,Scarborough,E30000259,Economic activity rate - aged 16-64,Variable,79.5,Normal Value
2221,Jan 2015-Dec 2015,Scarborough,E30000259,Economic activity rate - aged 16-64,Numerator,44200.0,Normal Value
2222,Jan 2015-Dec 2015,Scarborough,E30000259,Economic activity rate - aged 16-64,Denominator,55500.0,Normal Value
2223,Jan 2015-Dec 2015,Scarborough,E30000259,Economic activity rate - aged 16-64,Confidence,6.8,Normal Value
2224,Jan 2015-Dec 2015,Scarborough,E30000259,Employment rate - aged 16-64,Variable,78.6,Normal Value
2225,Jan 2015-Dec 2015,Scarborough,E30000259,Employment rate - aged 16-64,Numerator,43700.0,Normal Value
2226,Jan 2015-Dec 2015,Scarborough,E30000259,Employment rate - aged 16-64,Denominator,55500.0,Normal Value
2227,Jan 2015-Dec 2015,Scarborough,E30000259,Employment rate - aged 16-64,Confidence,6.9,Normal Value
2228,Jan 2015-Dec 2015,Scarborough,E30000259,Unemployment rate - aged 16-64 ,Variable,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
2229,Jan 2015-Dec 2015,Scarborough,E30000259,Unemployment rate - aged 16-64 ,Numerator,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
2230,Jan 2015-Dec 2015,Scarborough,E30000259,Unemployment rate - aged 16-64 ,Denominator,44200.0,Normal Value
2231,Jan 2015-Dec 2015,Scarborough,E30000259,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
2232,Jan 2015-Dec 2015,Scarborough,E30000259,% with NVQ4+ - aged 16-64,Variable,40.4,Normal Value
2233,Jan 2015-Dec 2015,Scarborough,E30000259,% with NVQ4+ - aged 16-64,Numerator,22500.0,Normal Value
2234,Jan 2015-Dec 2015,Scarborough,E30000259,% with NVQ4+ - aged 16-64,Denominator,55500.0,Normal Value
2235,Jan 2015-Dec 2015,Scarborough,E30000259,% with NVQ4+ - aged 16-64,Confidence,8.2,Normal Value
2236,Jan 2015-Dec 2015,Scarborough,E30000259,% with no qualifications (NVQ) - aged 16-64,Variable,2.7,Normal Value
2237,Jan 2015-Dec 2015,Scarborough,E30000259,% with no qualifications (NVQ) - aged 16-64,Numerator,1500.0,Normal Value
2238,Jan 2015-Dec 2015,Scarborough,E30000259,% with no qualifications (NVQ) - aged 16-64,Denominator,55500.0,Normal Value
2239,Jan 2015-Dec 2015,Scarborough,E30000259,% with no qualifications (NVQ) - aged 16-64,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
2240,Jan 2015-Dec 2015,Scunthorpe,E30000260,Economic activity rate - aged 16-64,Variable,74.7,Normal Value
2241,Jan 2015-Dec 2015,Scunthorpe,E30000260,Economic activity rate - aged 16-64,Numerator,79800.0,Normal Value
2242,Jan 2015-Dec 2015,Scunthorpe,E30000260,Economic activity rate - aged 16-64,Denominator,106800.0,Normal Value
2243,Jan 2015-Dec 2015,Scunthorpe,E30000260,Economic activity rate - aged 16-64,Confidence,3.0,Normal Value
2244,Jan 2015-Dec 2015,Scunthorpe,E30000260,Employment rate - aged 16-64,Variable,71.7,Normal Value
2245,Jan 2015-Dec 2015,Scunthorpe,E30000260,Employment rate - aged 16-64,Numerator,76600.0,Normal Value
2246,Jan 2015-Dec 2015,Scunthorpe,E30000260,Employment rate - aged 16-64,Denominator,106800.0,Normal Value
2247,Jan 2015-Dec 2015,Scunthorpe,E30000260,Employment rate - aged 16-64,Confidence,3.1,Normal Value
2248,Jan 2015-Dec 2015,Scunthorpe,E30000260,Unemployment rate - aged 16-64 ,Variable,4.1,Normal Value
2249,Jan 2015-Dec 2015,Scunthorpe,E30000260,Unemployment rate - aged 16-64 ,Numerator,3200.0,Normal Value
2250,Jan 2015-Dec 2015,Scunthorpe,E30000260,Unemployment rate - aged 16-64 ,Denominator,79800.0,Normal Value
2251,Jan 2015-Dec 2015,Scunthorpe,E30000260,Unemployment rate - aged 16-64 ,Confidence,1.6,Normal Value
2252,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with NVQ4+ - aged 16-64,Variable,27.7,Normal Value
2253,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with NVQ4+ - aged 16-64,Numerator,29500.0,Normal Value
2254,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with NVQ4+ - aged 16-64,Denominator,106500.0,Normal Value
2255,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with NVQ4+ - aged 16-64,Confidence,3.1,Normal Value
2256,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with no qualifications (NVQ) - aged 16-64,Variable,8.1,Normal Value
2257,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with no qualifications (NVQ) - aged 16-64,Numerator,8600.0,Normal Value
2258,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with no qualifications (NVQ) - aged 16-64,Denominator,106500.0,Normal Value
2259,Jan 2015-Dec 2015,Scunthorpe,E30000260,% with no qualifications (NVQ) - aged 16-64,Confidence,1.9,Normal Value
2260,Jan 2015-Dec 2015,Sheffield,E30000261,Economic activity rate - aged 16-64,Variable,77.1,Normal Value
2261,Jan 2015-Dec 2015,Sheffield,E30000261,Economic activity rate - aged 16-64,Numerator,423700.0,Normal Value
2262,Jan 2015-Dec 2015,Sheffield,E30000261,Economic activity rate - aged 16-64,Denominator,549400.0,Normal Value
2263,Jan 2015-Dec 2015,Sheffield,E30000261,Economic activity rate - aged 16-64,Confidence,1.9,Normal Value
2264,Jan 2015-Dec 2015,Sheffield,E30000261,Employment rate - aged 16-64,Variable,71.5,Normal Value
2265,Jan 2015-Dec 2015,Sheffield,E30000261,Employment rate - aged 16-64,Numerator,392600.0,Normal Value
2266,Jan 2015-Dec 2015,Sheffield,E30000261,Employment rate - aged 16-64,Denominator,549400.0,Normal Value
2267,Jan 2015-Dec 2015,Sheffield,E30000261,Employment rate - aged 16-64,Confidence,2.1,Normal Value
2268,Jan 2015-Dec 2015,Sheffield,E30000261,Unemployment rate - aged 16-64 ,Variable,7.4,Normal Value
2269,Jan 2015-Dec 2015,Sheffield,E30000261,Unemployment rate - aged 16-64 ,Numerator,31200.0,Normal Value
2270,Jan 2015-Dec 2015,Sheffield,E30000261,Unemployment rate - aged 16-64 ,Denominator,423700.0,Normal Value
2271,Jan 2015-Dec 2015,Sheffield,E30000261,Unemployment rate - aged 16-64 ,Confidence,1.4,Normal Value
2272,Jan 2015-Dec 2015,Sheffield,E30000261,% with NVQ4+ - aged 16-64,Variable,33.4,Normal Value
2273,Jan 2015-Dec 2015,Sheffield,E30000261,% with NVQ4+ - aged 16-64,Numerator,183500.0,Normal Value
2274,Jan 2015-Dec 2015,Sheffield,E30000261,% with NVQ4+ - aged 16-64,Denominator,548800.0,Normal Value
2275,Jan 2015-Dec 2015,Sheffield,E30000261,% with NVQ4+ - aged 16-64,Confidence,2.2,Normal Value
2276,Jan 2015-Dec 2015,Sheffield,E30000261,% with no qualifications (NVQ) - aged 16-64,Variable,9.6,Normal Value
2277,Jan 2015-Dec 2015,Sheffield,E30000261,% with no qualifications (NVQ) - aged 16-64,Numerator,52600.0,Normal Value
2278,Jan 2015-Dec 2015,Sheffield,E30000261,% with no qualifications (NVQ) - aged 16-64,Denominator,548800.0,Normal Value
2279,Jan 2015-Dec 2015,Sheffield,E30000261,% with no qualifications (NVQ) - aged 16-64,Confidence,1.3,Normal Value
2280,Jan 2015-Dec 2015,Shrewsbury,E30000262,Economic activity rate - aged 16-64,Variable,83.8,Normal Value
2281,Jan 2015-Dec 2015,Shrewsbury,E30000262,Economic activity rate - aged 16-64,Numerator,78700.0,Normal Value
2282,Jan 2015-Dec 2015,Shrewsbury,E30000262,Economic activity rate - aged 16-64,Denominator,93900.0,Normal Value
2283,Jan 2015-Dec 2015,Shrewsbury,E30000262,Economic activity rate - aged 16-64,Confidence,3.4,Normal Value
2284,Jan 2015-Dec 2015,Shrewsbury,E30000262,Employment rate - aged 16-64,Variable,80.2,Normal Value
2285,Jan 2015-Dec 2015,Shrewsbury,E30000262,Employment rate - aged 16-64,Numerator,75300.0,Normal Value
2286,Jan 2015-Dec 2015,Shrewsbury,E30000262,Employment rate - aged 16-64,Denominator,93900.0,Normal Value
2287,Jan 2015-Dec 2015,Shrewsbury,E30000262,Employment rate - aged 16-64,Confidence,3.7,Normal Value
2288,Jan 2015-Dec 2015,Shrewsbury,E30000262,Unemployment rate - aged 16-64 ,Variable,4.3,Normal Value
2289,Jan 2015-Dec 2015,Shrewsbury,E30000262,Unemployment rate - aged 16-64 ,Numerator,3400.0,Normal Value
2290,Jan 2015-Dec 2015,Shrewsbury,E30000262,Unemployment rate - aged 16-64 ,Denominator,78700.0,Normal Value
2291,Jan 2015-Dec 2015,Shrewsbury,E30000262,Unemployment rate - aged 16-64 ,Confidence,2.1,Normal Value
2292,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with NVQ4+ - aged 16-64,Variable,37.8,Normal Value
2293,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with NVQ4+ - aged 16-64,Numerator,35500.0,Normal Value
2294,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with NVQ4+ - aged 16-64,Denominator,93900.0,Normal Value
2295,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with NVQ4+ - aged 16-64,Confidence,4.5,Normal Value
2296,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with no qualifications (NVQ) - aged 16-64,Variable,5.0,Normal Value
2297,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with no qualifications (NVQ) - aged 16-64,Numerator,4700.0,Normal Value
2298,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with no qualifications (NVQ) - aged 16-64,Denominator,93900.0,Normal Value
2299,Jan 2015-Dec 2015,Shrewsbury,E30000262,% with no qualifications (NVQ) - aged 16-64,Confidence,2.0,Normal Value
2300,Jan 2015-Dec 2015,Sidmouth,E30000263,Economic activity rate - aged 16-64,Variable,80.4,Normal Value
2301,Jan 2015-Dec 2015,Sidmouth,E30000263,Economic activity rate - aged 16-64,Numerator,20900.0,Normal Value
2302,Jan 2015-Dec 2015,Sidmouth,E30000263,Economic activity rate - aged 16-64,Denominator,26000.0,Normal Value
2303,Jan 2015-Dec 2015,Sidmouth,E30000263,Economic activity rate - aged 16-64,Confidence,11.4,Normal Value
2304,Jan 2015-Dec 2015,Sidmouth,E30000263,Employment rate - aged 16-64,Variable,78.3,Normal Value
2305,Jan 2015-Dec 2015,Sidmouth,E30000263,Employment rate - aged 16-64,Numerator,20300.0,Normal Value
2306,Jan 2015-Dec 2015,Sidmouth,E30000263,Employment rate - aged 16-64,Denominator,26000.0,Normal Value
2307,Jan 2015-Dec 2015,Sidmouth,E30000263,Employment rate - aged 16-64,Confidence,11.8,Normal Value
2308,Jan 2015-Dec 2015,Sidmouth,E30000263,Unemployment rate - aged 16-64 ,Variable,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
